utterance,gold_intent,facts,active_constraints,allowed_intents,suppressed_intents
deploy the new gateway api version,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'deploy', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
run the storage migration to the new array,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
analyze the numa imbalance on the multi-socket server,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what is a wormhole,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
tell me about the viking age,out_of_scope,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what is archaeology,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
give me a summary of the connection draining patterns,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
summarize deployment changes,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
apply security rules,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'apply', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
give me event summary,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
tell me about mount everest,out_of_scope,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
analyze the slow query logs for the past hour,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': True, 'mentions_action': False, 'mentions_system_state': True}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
why is the secret rotation breaking dependent services,investigate,"{'is_question': True, 'question_word': 'why', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
what is the largest country by area,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
push the puppet manifest changes to production,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'push', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
run the smoke test suite after the deployment,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what is renewable energy,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
who is claude monet,out_of_scope,"{'is_question': True, 'question_word': 'who', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
enable the kernel huge pages for the database host,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
check why the alerting rule is not firing,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
check what triggered the node eviction,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
restart the elasticsearch cluster rolling,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'restart', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
tell me about eagles,out_of_scope,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
restart the gossip protocol seed nodes,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'restart', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
why are the job workers being starved of resources,investigate,"{'is_question': True, 'question_word': 'why', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
provide a brief recap of the service ownership audit,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
give me a summary of the distributed tracing insights,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
who wrote war and peace,out_of_scope,"{'is_question': True, 'question_word': 'who', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
how do I write poetry,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
configure the cosign policy for image verification,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what is the speed of sound,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
what is the law of thermodynamics,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
give me a summary of the api error taxonomy this sprint,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': True}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
