utterance,intent,entity_type,domain_valid,source,is_infrastructure,is_service,is_metric,is_incident,is_job,is_pipeline,is_unknown,is_sre_domain,has_runbook,is_known_incident,is_metric_query
summarize the auto-remediation success rate this sprint,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
check what is causing the recurring storage disconnection,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
enable gzip compression on the web server,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
run the game day scenario for database failover,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
configure the weighted routing between blue and green,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,0,1,0,0
apply the salt state to the target nodes,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
how do I make hard candy,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is the CDN cache invalidation not working,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
give me an overview of the system resource allocation,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
what is oceanography,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is application responding slowly,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
flush the redis cache completely,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
provide a recap of the compliance violation findings,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
how do I learn how to juggle,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I solve a rubiks cube,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is molecular biology,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a recap of the runbook effectiveness metrics,summarization,metric,1,level5_base,0,0,1,0,0,0,0,1,1,0,0
what caused the split brain in the cluster,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
tell me about machu picchu,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
run the index optimization on the search cluster,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
configure the sudoers file with the new rule,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
provide a recap of the cross-region failover tests,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
investigate the failure in the distributed snapshot,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,1,0
tell me about the berlin wall,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why did the scheduled task miss its window,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
restart the failing csi driver pods,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
what is mitosis,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I make kimchi fried rice,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is cryptocurrency,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
set up the cross-region replication,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
update the grafana dashboard with new panels,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,1
force the kustomize overlay apply,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
summarize the access control audit results,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
provide a brief on the volume of support tickets versus incidents,summarization,incident,1,level5_base,0,0,0,1,0,0,0,0,0,0,0
investigate the http 429 rate limit errors from upstream,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what caused the outage last night,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,1,0
what is causing high memory on app-01,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,1
provide performance summary,summarization,job,1,level5_base,0,0,0,0,1,0,0,0,0,0,0
enable the dast scan in the staging pipeline,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,1,1,0,0
how do I grow succulents,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the repeated pod scheduling failures,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
summarize the container orchestration metrics,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
how do volcanoes form,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
run the data integrity check script,execution,metric,1,level5_base,0,0,1,0,0,0,0,0,1,0,0
check what is slowing down the ci build pipeline,investigate,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,1,0
why did backup job fail,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
summarize the memory usage trends across the fleet,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,1
who invented the internet,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I make kefir,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
backup the etcd snapshot to object storage,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
why is the cpu user time unexpectedly high,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,1
enable the connection rate limiting on haproxy,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
investigate the log level misconfiguration causing noise,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,0
why is the thread pool saturated,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
what is impressionism in art,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
analyze the cpu throttling events in the cgroup,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,1
why did the database go down,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,1,0
enable binary logging on the mysql primary,execution,metric,1,level5_base,0,0,1,0,0,0,0,0,1,0,0
why is the api client receiving truncated responses,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
check what went wrong with deployment,investigate,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
summarize scaling events,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is robotics,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
analyze resource constraints,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
investigate the clock skew between nodes,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
give me a summary of failed jobs in the last 24 hours,summarization,job,1,level5_base,0,0,0,0,1,0,0,0,0,0,0
why is the api gateway returning 503,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
summarize the service mesh telemetry for the past week,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
configure the auto-scaling policy for peak hours,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
look into the inode exhaustion on the log partition,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
run the memory bandwidth benchmark on the server,execution,unknown,1,level5_base,0,0,0,0,0,0,1,1,1,0,1
give me an overview of the graceful degradation events,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
analyze the change in baseline memory usage,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,1
analyze the heap dump for memory leak,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,1
investigate the cpu pinning misconfiguration on host,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,1
what is the theory of relativity,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the alert fatigue metrics for the team,summarization,metric,1,level5_base,0,0,1,0,0,0,0,1,0,1,0
provide a recap of the operational load by team this month,summarization,job,1,level5_base,0,0,0,0,1,0,0,0,0,0,0
investigate cluster node failure,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,1,0
who is nikola tesla,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is dna,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
enable the new rate limit policy globally,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
delete the unused cluster role bindings,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
provide a brief on the container security scan coverage,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,0,0,0,0
give me an overview of the synthetic monitor pass rates,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
restore the etcd snapshot from the backup,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
how do I build a birdhouse,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
export and import the zfs pool after migration,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
summarize the on-call escalation patterns this quarter,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is ecology,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about art,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
purge the cdn cache for the updated assets,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
investigate the slow recovery after leader failover,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
how do I ferment vegetables,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
restart the fluentd log forwarder on all nodes,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
enable the vault audit logging,execution,metric,1,level5_base,0,0,1,0,0,0,0,0,1,0,0
why is the message broker not consuming messages,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
enable the cpu quota enforcement on the tenant,execution,unknown,1,level5_base,0,0,0,0,0,0,1,1,1,0,1
check why the health endpoint is returning stale data,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
why are database transactions taking so long,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what is causing the api to return incomplete data,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
scale data cache,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
deploy the database proxy layer,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
analyze the failed readiness probes in staging,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
provide an overview of the monitoring coverage gaps,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
how do I make pizza dough,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the network egress cost by region,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,1
run the dependency vulnerability scan,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
investigate what is causing the memory balloon in vm,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,1
reset error counters,execution,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
restart the flapping pods after the node recovery,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
give me a summary of the infrastructure drift detected,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
investigate the cold start latency in serverless functions,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,1
give me a summary of the platform capacity model output,summarization,incident,1,level5_base,0,0,0,1,0,0,0,0,0,0,0
investigate deadlock in database,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
investigate the replication stream lag on postgres,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
check what is triggering the oom killer,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
resize the persistent volume to 500gb,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
configure the keepalive connections on haproxy,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
can you look into the dns resolution failure,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,1,0
give me an overview of the deployment pipeline health,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
tell me about mars,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what caused the pod evictions in kubernetes,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
summarize the data pipeline reliability metrics,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
tell me about the solar system,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a brief on the continuous delivery pipeline metrics,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
give me error rate summary,summarization,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,1
enable the database connection pooling proxy,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
enable debug logging,execution,metric,1,level5_base,0,0,1,0,0,0,0,0,1,0,0
look into the memory allocation failure in container,investigate,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,1,1
why is the kubernetes cronjob missing executions,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
analyze the log rotation failure on app-server-12,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,1,0
what is causing the high p99 latency,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,1
tell me about the life cycle of a butterfly,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is the service mesh sidecar consuming too much cpu,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,1
give me an overview of the application profiling insights,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
tell me about the ice age,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
execute the tenant data migration script,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
tell me about languages,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
restart monitoring agent,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
run the ansible playbook for server hardening,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
provide metrics summary,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
what is the capital of france,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
enable the secrets manager rotation schedule,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
investigate the transaction deadlock pattern in the db,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
summarize throughput metrics,summarization,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,1
summarize the distributed lock acquisition patterns,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
analyze the traffic imbalance across availability zones,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
investigate the grpc deadline exceeded errors,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
configure the tcp keepalive settings on the host,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
what is the largest desert in the world,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
analyze what changed before the performance degraded,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
configure the jenkins pipeline webhook trigger,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,1,1,0,0
provide a brief on the idle resource cost across workloads,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,1
give me a recap of the cluster autoscaler decisions,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
why is the WAL replay taking hours on postgres,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the weekly change failure rate,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,1,0
why is the queue consumer lagging behind producer,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
what is the standard model in physics,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
apply the ingress rate limit rules,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
enable the sticky session on the load balancer,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
apply the kernel security update and reboot,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
who wrote frankenstein,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
reset the alert suppression window,execution,metric,1,level5_base,0,0,1,0,0,0,0,1,0,1,0
provide a brief on today's outages,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
who is joan of arc,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I write a novel,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the dependency version drift across microservices,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
why is the config reload triggering connection draining,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
check the reason for the slowdown in the api fanout,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
why is there no response from the upstream service,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
summarize the vulnerability scan findings,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
apply the terraform plan for infrastructure changes,execution,metric,1,level5_base,0,0,1,0,0,0,0,0,1,0,0
who is vincent van gogh,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
scale the ingress controller replicas,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
give me incident summary,summarization,incident,1,level5_base,0,0,0,1,0,0,0,1,0,1,0
what is osmosis,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
update the rbac role bindings for the new team,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
check the tcp retransmission rate on the interface,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the change-failure rate for the current quarter,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,1,0
